site,alexa_rank,daily_pageviews_per_visitor,daily_time_on_site,total_sites_linking_in,bounce_rate,normalized_alexa_rank,normalized_total_sites_linked_in,train_mask,test_mask,unlabel_mask,label,class_factorized
johnshout.com,0.11490185003371224,0.014285714285714285,0.023794614902943018,2.7425445450179547e-06,0.546,7.118639275944061e-07,0.14644406114040787,False,False,True,9,9
grade.us,0.006631739493015058,0.032857142857142856,0.026612398246712583,3.230108019687813e-05,0.7020000000000001,1.3842345784136463e-05,0.31081618459350296,False,False,True,9,9
angelfire.com,0.0013261261074770222,0.022857142857142857,0.015654351909830933,0.022098205035068003,0.741,6.958914876263138e-05,0.7459146050438482,False,False,True,9,9
foundlingpaul.com,0.09241287674919267,0.0,0.0,6.094543433373233e-07,0.0,9.075871232508073e-07,0.046197957703660496,False,False,True,9,9
lispop.ca,0.41584810339015127,0.014285714285714285,0.0,6.399270605041894e-06,0.0,1.2981470582833109e-07,0.20291609451858425,False,False,True,9,9
travelozimbabwe.com,0.9988698818001159,0.014285714285714285,0.0,3.626253342857074e-05,0.0,1.0455572902545561e-10,0.31852649940374744,False,False,True,9,9
orlandoweekly.com,0.005293507286577792,0.02142857142857143,0.019411396368190358,0.0003559213365089968,0.679,1.7365079653528545e-05,0.47074908397886,False,False,True,9,9
springer.com,4.158583612297283e-05,0.03471428571428572,0.025986224170319348,0.01132731842526749,0.667,0.0022172026921593725,0.7013740995966857,False,False,True,9,9
bbncommunity.com,0.007850389317356486,0.03,0.019567939887288666,4.479489423529326e-05,0.604,1.1679218489495508e-05,0.33261015846696457,False,False,True,9,9
mhec.org,0.10552479846579685,0.04285714285714286,0.024420788979336253,5.454616372869043e-05,0.5,7.833328092294866e-07,0.3457370047400412,False,False,True,9,9
redtag.ca,0.020571126935497223,0.045714285714285714,0.038353162179085784,7.404870271548478e-05,0.286,4.3999302476830865e-06,0.3661101528510197,False,False,True,9,9
israeldefense.co.il,0.02348500026614935,0.022857142857142857,0.016906700062617408,0.00011000650897238685,0.775,3.8425503271286204e-06,0.3924911511885649,False,False,True,9,9
thrillbegins.com,0.4040832855250239,0.014285714285714285,0.0,1.3407995553421111e-05,0.0,1.362848262628693e-07,0.25221459100383264,False,False,True,9,9
operationdisclosure.blogspot.com,0.0521814451022605,0.014285714285714285,0.013149655604257984,4.570907575029925e-05,0.857,1.6785769652633452e-06,0.33395666011095915,False,False,True,9,9
cybertelecom.org,0.34466525804658205,0.014285714285714285,0.0,6.460216039375626e-05,0.0,1.757108140353719e-07,0.35701414229716344,False,False,True,9,9
comicbook.com,0.00039728335442813377,0.03471428571428572,0.019254852849092046,0.0010199218435750104,0.611,0.00023246574805710972,0.5409158484698908,False,False,True,9,9
sfmoderates.org,0.09241287674919267,0.0,0.0,2.437817373349293e-06,0.0,9.075871232508073e-07,0.13859387311098148,False,False,True,9,9
pokerfraudalert.com,0.03475919767799477,0.049999999999999996,0.038822792736380715,3.0167989995197502e-05,0.276,2.5662425287055143e-06,0.3062627367369195,False,False,True,9,9
thegazapost.com,0.030977104502064135,0.027142857142857142,0.04915466499686913,5.6374526758702405e-05,0.469,2.890845262878533e-06,0.3479344421630654,False,False,True,9,9
historiography-project.com,0.09241287674919267,0.0,0.0,1.7978903128451035e-05,0.0,9.075871232508073e-07,0.27176609478015074,False,False,True,9,9
evererika.tumblr.com,0.09241287674919267,0.0,0.0,0.0,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
southeasternhpr.org,0.09241287674919267,0.0,0.0,3.0472717166866164e-07,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
anarchy.be,0.09241287674919267,0.0,0.0,2.437817373349293e-06,0.0,9.075871232508073e-07,0.13859387311098148,False,False,True,9,9
24newshd.tv,0.013440080170099006,0.02142857142857143,0.02316844082654978,2.041672050180033e-05,0.7170000000000001,6.783464340533987e-06,0.2802409318474003,False,False,True,9,9
helpforfelons.org,0.07698952184790452,0.03142857142857143,0.023794614902943018,9.14181515005985e-06,0.4379999999999999,1.1079174726709935e-06,0.2266883241924118,False,False,True,9,9
toolboxfored.org,0.09241287674919267,0.0,0.0,3.3824716055221444e-05,0.0,9.075871232508073e-07,0.313888136814722,False,False,True,9,9
adeadlymisunderstanding.com,0.09241287674919267,0.0,0.0,2.7425445450179547e-06,0.0,9.075871232508073e-07,0.14644406114040787,False,False,True,9,9
winslowyerxa.com,0.09241287674919267,0.0,0.0,1.5236358583433081e-06,0.0,9.075871232508073e-07,0.10726833591854736,False,False,True,9,9
benchmarkingsuccess.com,0.26839341531719085,0.014285714285714285,0.0,5.180361918367248e-06,0.0,2.5190600667249106e-07,0.18883243545536713,False,False,True,9,9
pgworks.com,0.01428362575261122,0.06428571428571428,0.01643706950532248,5.058471049699783e-05,0.142,6.377399486603534e-06,0.3407117597121936,False,False,True,9,9
theglobepress.com,0.8031938291794319,0.014285714285714285,0.0,4.540434857863058e-05,0.0,2.2643899693496346e-08,0.33351084196390823,False,False,True,9,9
socialtrendsinstitute.org,0.5332338292090041,0.014285714285714285,0.0,1.2493814038415127e-05,0.0,8.089366785976648e-08,0.24750796090450775,False,False,True,9,9
sahamok.com,0.008987715728835211,0.024285714285714285,0.024420788979336253,4.662325726530523e-05,0.69,1.018962423549117e-05,0.335276496595775,False,False,True,9,9
freedomizerradio.com,0.09241287674919267,0.0,0.0,1.645526727010773e-05,0.0,9.075871232508073e-07,0.26586404941427233,False,False,True,9,9
ousia.it,0.09241287674919267,0.0,0.0,2.1940356360143637e-05,0.0,9.075871232508073e-07,0.28503793425138935,False,False,True,9,9
unitedforprotection.com,0.05953151060457304,0.03142857142857143,0.07827175954915466,1.2798541210083788e-05,0.417,1.4599218079660021e-06,0.24911405222224475,False,False,True,9,9
wle.com,0.37176037095305126,0.014285714285714285,0.0,4.205234969027531e-05,0.0,1.5616907978835442e-07,0.32839931218967405,False,False,True,9,9
vitiligocure.info,0.6983061257230391,0.014285714285714285,0.0,6.094543433373233e-07,0.0,3.992578896746941e-08,0.046197957703660496,False,False,True,9,9
contactingcustomerservice.com,0.09241287674919267,0.0,0.0,9.14181515005985e-07,0.0,9.075871232508073e-07,0.07322203057020393,False,False,True,9,9
ecityinteractive.com,0.16558509607991576,0.014285714285714285,0.025986224170319348,1.2798541210083788e-05,1.0,4.6568633031890024e-07,0.24911405222224475,False,False,True,9,9
steyr-guru.com,0.09241287674919267,0.0,0.0,3.0472717166866164e-07,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
swarajyamag.com,0.001399039940145968,0.025714285714285714,0.02097683155917345,0.0001389555902809097,0.632,6.595779128532721e-05,0.4080614792754679,False,False,True,9,9
tommieshelby.com,0.2812497227610925,0.014285714285714285,0.0,2.1330902016806315e-06,0.0,2.3616672304181548e-07,0.12969406394838032,False,False,True,9,9
cathyforcongress.com,0.45781505059794886,0.02857142857142857,0.0,6.0945434333732325e-06,0.0,1.0944356422934029e-07,0.19966425132586837,False,False,True,9,9
wango.org,0.07127350246631732,0.022857142857142857,0.022229179711959923,7.222033968547281e-05,0.444,1.2041819038596806e-06,0.36444382694763905,False,False,True,9,9
mininginteractive.com,0.19268852615360957,0.02857142857142857,0.007357545397620538,2.1330902016806315e-06,0.0,3.8718452024735256e-07,0.12969406394838032,False,False,True,9,9
sunskystar.com,0.09241287674919267,0.0,0.0,0.0,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
movemoresitless.wordpress.com,0.2460490683294101,0.014285714285714285,0.0,0.0,0.0,2.831744842698692e-07,0.0,False,False,True,9,9
rollingstone.com,0.00018676661067672907,0.041999999999999996,0.02066374452097683,0.007888777020158312,0.685,0.0004944674744754318,0.6772618701743167,False,False,True,9,9
lrn.fm,0.09241287674919267,0.0,0.0,1.858835747178836e-05,0.0,9.075871232508073e-07,0.2739879526722503,False,False,True,9,9
jibaros.com,0.09241287674919267,0.0,0.0,1.0360723836734496e-05,0.0,9.075871232508073e-07,0.23503039315902763,False,False,True,9,9
shelby.oh.us,0.7381329733909793,0.014285714285714285,0.0,2.773017262184821e-05,0.0,3.2785293838921524e-08,0.30064682153200784,False,False,True,9,9
vfilmstreaming.com,0.09241287674919267,0.0,0.0,6.094543433373233e-07,0.0,9.075871232508073e-07,0.046197957703660496,False,False,True,9,9
nhgazette.com,0.21609423609221778,0.02857142857142857,0.0068879148403256105,0.00010147414816566432,0.0,3.3523813275049425e-07,0.3871101673849259,False,False,True,9,9
coloradospringsninjutsu.com,0.5498246371497179,0.014285714285714285,0.0,1.5845812926770406e-05,0.0,7.566418840006898e-08,0.2633486729909485,False,False,True,9,9
petsforvets.com,0.22204507682844604,0.014285714285714285,0.02113337507827176,1.5845812926770406e-05,0.0,3.2377702505403346e-07,0.2633486729909485,False,False,True,9,9
omnititle.com,0.09241287674919267,0.0,0.0,6.094543433373233e-07,0.0,9.075871232508073e-07,0.046197957703660496,False,False,True,9,9
ipsos-mori.com,0.1779531858077337,0.014285714285714285,0.0,0.0001566297662376921,0.0,4.268973724416911e-07,0.41604146201870545,False,False,True,9,9
mattullrich.wordpress.com,0.09241287674919267,0.0,0.0,0.0,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
reformedmascot.blogspot.com,0.09241287674919267,0.0,0.0,2.7425445450179547e-06,0.0,9.075871232508073e-07,0.14644406114040787,False,False,True,9,9
visitdelohio.com,0.09241287674919267,0.0,0.0,8.227633635053864e-06,0.0,9.075871232508073e-07,0.2196660917106118,False,False,True,9,9
essence.com,0.0016334916429103727,0.05285714285714286,0.02082028804007514,0.0012064148726362313,0.475,5.647827732969902e-05,0.5521081129429019,False,False,True,9,9
nativ.systems,0.7517237791137817,0.014285714285714285,0.0,3.0472717166866164e-07,0.0,3.052176951339462e-08,0.0,False,False,True,9,9
theskincaremeds.org,0.09241287674919267,0.0,0.0,0.0,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
polytechpanthers.com,0.16338465087119552,0.014285714285714285,0.007201001878522229,1.7064721613445052e-05,0.8,4.732027416119505e-07,0.26828793705936177,False,False,True,9,9
criussolar.com,0.09241287674919267,0.0,0.0,1.2189086866746465e-06,0.0,9.075871232508073e-07,0.09239591540732099,False,False,True,9,9
thatmacnerd.com,0.09241287674919267,0.0,0.0,0.0,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
jeffreywilsonfiction.com,0.09241287674919267,0.0,0.0,3.65672606002394e-06,0.0,9.075871232508073e-07,0.16561794597752494,False,False,True,9,9
max-status.com,0.41780864453092653,0.02857142857142857,0.0,2.1330902016806315e-06,0.0,1.287719164826018e-07,0.12969406394838032,False,False,True,9,9
modnet.com.au,0.09241287674919267,0.0,0.0,1.0665451008403157e-05,0.0,9.075871232508073e-07,0.23696239986692766,False,False,True,9,9
ultimatehistory.com,0.4570849881415678,0.014285714285714285,0.0,1.0665451008403157e-05,0.0,1.0976597220735959e-07,0.23696239986692766,False,False,True,9,9
intellectualwisdom.com,0.09241287674919267,0.0,0.0,6.094543433373233e-07,0.0,9.075871232508073e-07,0.046197957703660496,False,False,True,9,9
eurointegration.com.ua,0.00276019056293545,0.019999999999999997,0.024107701941139637,0.00025932282309003106,0.7879999999999999,3.3387117393855315e-05,0.4496454301603277,False,False,True,9,9
daughterfromdanang.blogspot.com,0.09241287674919267,0.0,0.0,0.0,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
swf.org.au,0.22077255024308307,0.014285714285714285,0.0,7.46581570588221e-05,0.0,3.2617593112242377e-07,0.366656463815308,False,False,True,9,9
legislation.qld.gov.au,0.016918873981239427,0.037142857142857144,0.03459611772072636,0.00012280505018247065,0.5539999999999999,5.369680609672058e-06,0.3998265091865113,False,False,True,9,9
knifeandforknc.com,0.09241287674919267,0.0,0.0,6.399270605041894e-06,0.0,9.075871232508073e-07,0.20291609451858425,False,False,True,9,9
simpleguyskills.com,0.09241287674919267,0.0,0.0,1.82836303001197e-06,0.0,9.075871232508073e-07,0.11941998827386444,False,False,True,9,9
atkinslightquest.com,0.09241287674919267,0.0,0.0,3.65672606002394e-06,0.0,9.075871232508073e-07,0.16561794597752494,False,False,True,9,9
berksmontnews.com,0.1615998791977667,0.014285714285714285,0.0,8.471415372388794e-05,1.0,4.794496170821247e-07,0.37507849627619255,False,False,True,9,9
timecalculator.net,0.006532857616011544,0.015714285714285715,0.017063243581715716,1.4931631411764421e-05,0.898,1.4053260469692733e-05,0.25938812789676063,False,False,True,9,9
solarmovie.net,0.013238989549202142,0.06714285714285714,0.025986224170319348,2.6815991106842223e-05,0.2789999999999999,6.887903186170583e-06,0.2984125487074931,False,False,True,9,9
hbw.com,0.06620104700197542,0.025714285714285714,0.02989981214777708,0.00017491339653781177,0.735,1.3035294348360528e-06,0.42339998255654854,False,False,True,9,9
thebubble.com,0.06648152036338258,0.014285714285714285,0.010175328741390106,4.509962140696192e-05,0.931,1.2976402176220048e-06,0.33306202165183907,False,False,True,9,9
americanreformparty.net,0.09241287674919267,0.0,0.0,3.9614532316926014e-06,0.0,9.075871232508073e-07,0.17095275758362755,False,False,True,9,9
aahistory.com,0.09241287674919267,0.0,0.0,3.0167989995197502e-05,0.0,9.075871232508073e-07,0.3062627367369195,False,False,True,9,9
thereasonhawaii.com,0.09241287674919267,0.0,0.0,3.0472717166866164e-07,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
proof-of-evolution.com,0.11857711381729141,0.014285714285714285,0.017532874139010644,8.227633635053864e-06,0.875,6.869356142651238e-07,0.2196660917106118,False,False,True,9,9
jewishaustralia.com,0.01374541262021079,0.3857142857142857,0.31136505948653725,5.027998332532917e-05,0.148,6.630728703642525e-06,0.3403090420852629,False,False,True,9,9
4ev.co.uk,0.09241287674919267,0.0,0.0,1.2189086866746465e-06,0.0,9.075871232508073e-07,0.09239591540732099,False,False,True,9,9
z6mag.com,0.14831117147115533,0.014285714285714285,0.024107701941139637,8.319051786554463e-05,0.8,5.306885760752985e-07,0.37386885210221177,False,False,True,9,9
socialistworkeronline.net,0.5617192028235489,0.014285714285714285,0.0,6.399270605041894e-06,0.0,7.210510683415444e-08,0.20291609451858425,False,False,True,9,9
revesesearch.com,0.3657136055548327,0.014285714285714285,0.0,0.0,0.0,1.6027917284903217e-07,0.0,False,False,True,9,9
albanianstudies.weebly.com,0.3332298000035486,0.014285714285714285,0.0,6.094543433373233e-07,0.0,1.8491202419950184e-07,0.046197957703660496,False,False,True,9,9
middlesexpa.org,0.8109379435822519,0.014285714285714285,0.0,5.393670938535311e-05,0.0,2.1545155380492234e-08,0.34498812535035467,False,False,True,9,9
intentionalworkplace.com,0.09241287674919267,0.0,0.0,1.0055996665065834e-05,0.0,9.075871232508073e-07,0.23304070616671557,False,False,True,9,9
revolution-green.com,0.16736894362365298,0.02857142857142857,0.015341264871634314,4.296653120528129e-05,0.0,4.5973801342518926e-07,0.32983269140123156,False,False,True,9,9
youtek.net,0.09241287674919267,0.0,0.0,0.0,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
dtiwarehouse.com,0.09241287674919267,0.0,0.0,6.094543433373233e-07,0.0,9.075871232508073e-07,0.046197957703660496,False,False,True,9,9
simpleconsign.com,0.08280451551946438,0.02857142857142857,0.014558547276142766,1.6150540098439066e-05,0.667,1.0236236864032548e-06,0.26461822688984243,False,False,True,9,9
2ndhand.com,0.09241287674919267,0.0,0.0,2.437817373349293e-06,0.0,9.075871232508073e-07,0.13859387311098148,False,False,True,9,9
lwvalachua.org,0.09241287674919267,0.0,0.0,1.82836303001197e-06,0.0,9.075871232508073e-07,0.11941998827386444,False,False,True,9,9
thaiembassy.com,0.029725093595855165,0.022857142857142857,0.024733876017532873,6.368797887875028e-05,0.645,3.016498701731492e-06,0.3560642511907941,False,False,True,9,9
cordcuttersnews.com,0.004165237346076958,0.022857142857142857,0.01831559173450219,5.850761696038304e-05,0.7,2.2093820306035165e-05,0.3504097767921669,False,False,True,9,9
ringoffireclothing.com,0.2288223667478915,0.014285714285714285,0.0,8.227633635053864e-06,0.0,3.1145026192632576e-07,0.2196660917106118,False,False,True,9,9
patriotbeat.com,0.48043885440447603,0.02857142857142857,0.0,1.2189086866746465e-06,0.0,9.993816788550411e-08,0.09239591540732099,True,False,False,low,0
creativeworkingplayground.com,0.30897601624693927,0.014285714285714285,0.0,6.094543433373233e-07,0.0,2.0668128153292384e-07,0.046197957703660496,False,False,True,9,9
gnnhd.tv,0.004196472929653769,0.015714285714285715,0.024264245460237945,2.8339626965185532e-05,0.737,2.1928685276042066e-05,0.3020957821730877,False,False,True,9,9
21stcenturycicero.wordpress.com,0.09241287674919267,0.0,0.0,1.5236358583433083e-05,0.0,9.075871232508073e-07,0.2607346295407552,False,False,True,9,9
freeconferencecalling.com,0.03185622907770378,0.03571428571428571,0.027238572323105822,7.191561251380414e-05,0.4,2.8085176272777264e-06,0.36416201018747174,False,False,True,9,9
whitecoatwaste.org,0.29010002040478355,0.02857142857142857,0.0,9.14181515005985e-06,0.0,2.2614250055037342e-07,0.2266883241924118,False,False,True,9,9
channelawesomesecrets.tumblr.com,0.09241287674919267,0.0,0.0,0.0,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
davidaslindsay.blogspot.com,0.09241287674919267,0.0,0.0,4.479489423529326e-05,0.0,9.075871232508073e-07,0.33261015846696457,False,False,True,9,9
lennyfaces.net,0.023610866730148214,0.024285714285714285,0.01831559173450219,2.1330902016806314e-05,0.754,3.821573630965313e-06,0.28316035757058816,False,False,True,9,9
jfkassassination.net,0.7262294436591396,0.014285714285714285,0.0,4.083344100360066e-05,0.0,3.4837401570684314e-08,0.32643888955106076,False,False,True,9,9
iowalegalaid.org,0.2041363675345107,0.014285714285714285,0.0,3.717671494357672e-05,0.0,3.6028900150047565e-07,0.3201859103759108,False,False,True,9,9
essay-reviewer.com,0.5509392299707827,0.02857142857142857,0.0,1.645526727010773e-05,0.0,7.532415532275424e-08,0.26586404941427233,False,False,True,9,9
quiltsbyamish.com,0.09241287674919267,0.0,0.0,6.094543433373233e-07,0.0,9.075871232508073e-07,0.046197957703660496,False,False,True,9,9
shopsimply.org,0.09241287674919267,0.0,0.0,3.0472717166866164e-07,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
komonews.com,0.09241287674919267,0.027142857142857142,0.024264245460237945,0.0,0.607,9.075871232508073e-07,0.0,False,False,True,9,9
ntdtv.com.tw,0.011062571712464069,0.024285714285714285,0.01878522229179712,0.00011183487200239882,0.7609999999999999,8.261178593819478e-06,0.39358979525942334,False,False,True,9,9
venicedemocrats.com,0.09241287674919267,0.0,0.0,3.0472717166866164e-07,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
nimengxihelen.wordpress.com,0.09241287674919267,0.0,0.0,0.0,0.0,9.075871232508073e-07,0.0,False,False,True,9,9
communist-party.org.uk,0.15985096375637278,0.014285714285714285,0.007827175954915467,4.662325726530523e-05,0.769,4.857063121043871e-07,0.335276496595775,False,False,True,9,9
papercheck.com,0.0588902570115568,0.014285714285714285,0.025046963055729492,4.509962140696192e-05,0.7190000000000001,1.4768250911545874e-06,0.33306202165183907,False,False,True,9,9
integritym.com,0.544511723139616,0.014285714285714285,0.0,1.82836303001197e-06,0.0,7.73041518676831e-08,0.11941998827386444,False,False,True,9,9
ourcatholicprayers.com,0.014899280953169542,0.019999999999999997,0.014402003757044458,8.227633635053864e-05,0.5539999999999999,6.110061150477158e-06,0.3731323853328197,False,False,True,9,9
smallcappower.com,0.025347214007736072,0.024285714285714285,0.019411396368190358,3.0472717166866165e-05,0.6779999999999999,3.5534567800128472e-06,0.3069325872444157,False,False,True,9,9
algop.org,0.33647423452489383,0.014285714285714285,0.0,3.4434170398558764e-05,0.0,1.8223793375616e-07,0.315078339237052,False,False,True,9,9
asriran.com,5.119678491583766e-05,0.035,0.036318096430807766,0.005170001194530514,0.5429999999999999,0.0018017095553424936,0.6490978837159059,False,False,True,9,9
legionbeats.com,0.07499330930103265,0.02857142857142857,0.011271133375078271,1.4017449896758435e-05,0.684,1.1398684794744657e-06,0.2551772816194701,False,False,True,9,9
hdec-corp.com,0.2704978434509516,0.11428571428571428,0.02316844082654978,1.2189086866746465e-06,0.0,2.4922726334892404e-07,0.09239591540732099,False,False,True,9,9
mnlegalservices.org,0.7421314053277185,0.02857142857142857,0.0,9.44654232172851e-06,0.0,3.21107547111095e-08,0.22887375160288373,False,False,True,9,9
owler.com,0.0009078650090490779,0.028428571428571428,0.017219787100814024,5.7288708273708385e-05,0.5720000000000001,0.00010168876692019855,0.34900657623834863,False,False,True,9,9
kalerkantho.com,0.00012216994523237795,0.052,0.05463368816530995,0.0009400833245978211,0.445,0.0007557655555969521,0.5354830581917632,False,False,True,9,9
gayweddings.com,0.09241287674919267,0.0,0.0,4.6927984436973894e-05,0.0,9.075871232508073e-07,0.3357106972485524,False,False,True,9,9
weareplannedparenthood.org,0.039863443203728456,0.019999999999999997,0.009549154664996869,1.5236358583433083e-05,0.7020000000000001,2.225820380506143e-06,0.2607346295407552,False,False,True,9,9
counseling-office.com,0.4865333973077514,0.02857142857142857,0.0,4.570907575029925e-06,0.0,9.752868882188668e-08,0.1804903664887513,False,False,True,9,9
lectinfreemama.com,0.07650278273932741,0.027142857142857142,0.029743268628678772,2.437817373349293e-06,0.524,1.1155544113885614e-06,0.13859387311098148,False,False,True,9,9
brainhoney.com,0.6094135362081406,0.02857142857142857,0.0,2.4682900905161593e-05,0.0,5.922948411118716e-08,0.29288812228081573,False,False,True,9,9
007store.com,0.0753446634097872,0.05142857142857143,0.028647463994990605,4.570907575029925e-06,0.375,1.1341219992398094e-06,0.1804903664887513,False,False,True,9,9
2umagic.com,0.09241287674919267,0.0,0.0,6.094543433373233e-07,0.0,9.075871232508073e-07,0.046197957703660496,False,False,True,9,9
worldvision.com.au,0.03596454003477685,0.027142857142857142,0.024733876017532873,0.00013865086310924104,0.6859999999999999,2.4771385989398623e-06,0.4079151574505552,False,False,True,9,9
redroom.org,0.09241287674919267,0.0,0.0,2.0111993330131668e-05,0.0,9.075871232508073e-07,0.27923866387037605,False,False,True,9,9
rapecrisis.org.uk,0.14617430638521864,0.02857142857142857,0.013306199123356292,8.166688200720132e-05,0.0,5.397974484083354e-07,0.3726368472547213,False,False,True,9,9
